kalshi_series_ticker,kalshi_series,kalshi_market_ticker,kalshi_market,kalshi_candidate_title_clean,kalshi_district,kalshi_rules_text,kalshi_rules_text_clean,polymarket_series_ticker,polymarket_series,polymarket_market_ticker,polymarket_market,polymarket_group_item_title,polymarket_candidate_title_clean,polymarket_district,polymarket_rules_text,polymarket_rules_text_clean,market_score,series_score,combined_score,date_diff_days,shared_candidate_words,shared_series_words,k_yes_bid,k_yes_ask,k_no_bid,k_no_ask,p_yes_bid,p_yes_ask,p_no_bid,p_no_ask
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-MMUL,Will Markwayne Mullin vote for a motion to invoke cloture on the SAVE America Act?,markwayne mullin vote for a motion to invoke cloture on the save america act,,"If Markwayne Mullin votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if markwayne mullin votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",38.0,44.99999999999999,55.00000000000001,62.0,1.0,99.0,1.0,99.0
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-TTIL,Will Thom Tillis vote for a motion to invoke cloture on the SAVE America Act?,thom tillis vote for a motion to invoke cloture on the save america act,,"If Thom Tillis votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if thom tillis votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",18.0,24.0,76.0,82.0,1.0,99.0,1.0,99.0
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-SCOL,Will Susan Collins vote for a motion to invoke cloture on the SAVE America Act?,susan collins vote for a motion to invoke cloture on the save america act,,"If Susan Collins votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if susan collins votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",79.0,82.0,18.0,21.0,1.0,99.0,1.0,99.0
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-RPAU,Will Rand Paul vote for a motion to invoke cloture on the SAVE America Act?,rand paul vote for a motion to invoke cloture on the save america act,,"If Rand Paul votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if rand paul votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",92.0,99.0,1.0,8.0,1.0,99.0,1.0,99.0
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-MMCC,Will Mitch McConnell vote for a motion to invoke cloture on the SAVE America Act?,mitch mcconnell vote for a motion to invoke cloture on the save america act,,"If Mitch McConnell votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if mitch mcconnell votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",34.0,36.0,64.0,66.0,1.0,99.0,1.0,99.0
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-MKEL,Will Mark Kelly vote for a motion to invoke cloture on the SAVE America Act?,mark kelly vote for a motion to invoke cloture on the save america act,,"If Mark Kelly votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if mark kelly votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",,2.0,98.0,,1.0,99.0,1.0,99.0
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-MHAS,Will Maggie Hassan vote for a motion to invoke cloture on the SAVE America Act?,maggie hassan vote for a motion to invoke cloture on the save america act,,"If Maggie Hassan votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if maggie hassan votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",1.0,2.0,98.0,99.0,1.0,99.0,1.0,99.0
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-LMUR,Will Lisa Murkowski vote for a motion to invoke cloture on the SAVE America Act?,lisa murkowski vote for a motion to invoke cloture on the save america act,,"If Lisa Murkowski votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if lisa murkowski votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",3.0,8.0,92.0,97.0,1.0,99.0,1.0,99.0
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-JSHA,Will Jeanne Shaheen vote for a motion to invoke cloture on the SAVE America Act?,jeanne shaheen vote for a motion to invoke cloture on the save america act,,"If Jeanne Shaheen votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if jeanne shaheen votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",1.0,2.0,98.0,99.0,1.0,99.0,1.0,99.0
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-JFET,Will John Fetterman vote for a motion to invoke cloture on the SAVE America Act?,john fetterman vote for a motion to invoke cloture on the save america act,,"If John Fetterman votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if john fetterman votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",2.0,4.0,96.0,98.0,1.0,99.0,1.0,99.0
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-BCAS,Will Bill Cassidy vote for a motion to invoke cloture on the SAVE America Act?,bill cassidy vote for a motion to invoke cloture on the save america act,,"If Bill Cassidy votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if bill cassidy votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",87.0,93.0,7.000000000000001,13.0,1.0,99.0,1.0,99.0
KXSAVEAMERICACLOTURE,Which Senators will vote to invoke cloture on the SAVE America Act?,KXSAVEAMERICACLOTURE-MAY26-AKIN,Will Angus King vote for a motion to invoke cloture on the SAVE America Act?,angus king vote for a motion to invoke cloture on the save america act,,"If Angus King votes for a motion to invoke cloture on the motion to proceed to or passage of the SAVE America Act in the Senate before May 1, 2026, then the market resolves to Yes.
Once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Congress.gov or any other Congressional source.","if angus king votes for a motion to invoke cloture on the motion to proceed to or passage of the save america act in the senate before may 1, 2026, then the market resolves to yes. once the vote has been closed and the correct result of the vote has been announced, a request by the member to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website congress.gov or any other congressional source.",265770.0,Will the Senate pass the SAVE America Act (H.R. 7296)?,1577146,Will the Senate pass the SAVE America Act (H.R. 7296)?,,the senate pass the save america act h r 7296,,"This market will resolve to ""Yes"" if the US Senate passes H.R. 7296, the Save America Act, by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If a final vote on passage of the Save America Act is held in the Senate, and the bill fails, this market will resolve immediately to ""No"".

The primary resolution sources for this market will be Congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the United States; however, a consensus of credible reporting may also be used.
Specific: Will the Senate pass the SAVE America Act (H.R. 7296)?","this market will resolve to ""yes"" if the us senate passes h.r. 7296, the save america act, by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to ""no"". if a final vote on passage of the save america act is held in the senate, and the bill fails, this market will resolve immediately to ""no"". the primary resolution sources for this market will be congress.gov’s legislation tracker (https://www.congress.gov/bill/119th-congress/house-bill/7296) and other official information from the government of the united states; however, a consensus of credible reporting may also be used. specific: will the senate pass the save america act (h.r. 7296)?",0.4077,0.4387,0.4155,1.0,"act, america, save","act, america, save",1.0,2.0,98.0,99.0,1.0,99.0,1.0,99.0
KXGREENLAND,Greenland purchase,KXGREENLAND-29-27,Will Trump buy Greenland?,trump buy greenland,,"If the United States purchases at least part of Greenland from Denmark before Jan 1, 2027, then the market resolves to Yes.
","if the united states purchases at least part of greenland from denmark before jan 1, 2027, then the market resolves to yes.",118172.0,Will Trump acquire Greenland before 2027?,997488,Will Trump acquire Greenland before 2027?,,trump acquire greenland before 2027,,"This market will resolve to ""Yes"" if the United States officially announces that Greenland will come under US sovereignty by December 31, 2026, 11:59 PM ET. Otherwise this market will resolve to ""No"".

Sovereignty is defined as the transfer of the majority of the territory of Greenland from its current status as an autonomous territory within the Kingdom of Denmark to being under the formal governance or jurisdiction of the United States, either as a state, territory, or other classification within the US system.

An official announcement made by the United States and Denmark that Greenland will come under US sovereignty will qualify, even if the actual transfer of sovereignty is yet to occur. Only announcements of official agreements or actions (e.g. executive order, signed legislation, etc.) will count - mere posts on Social Media will not.

The resolution source for this market will be official information from the governments of the US, Greenland, and Denmark, however a consensus of credible reporting confirming that Greenland has come under U.S. sovereignty will also qualify.
Specific: Will Trump acquire Greenland before 2027?","this market will resolve to ""yes"" if the united states officially announces that greenland will come under us sovereignty by december 31, 2026, 11:59 pm et. otherwise this market will resolve to ""no"". sovereignty is defined as the transfer of the majority of the territory of greenland from its current status as an autonomous territory within the kingdom of denmark to being under the formal governance or jurisdiction of the united states, either as a state, territory, or other classification within the us system. an official announcement made by the united states and denmark that greenland will come under us sovereignty will qualify, even if the actual transfer of sovereignty is yet to occur. only announcements of official agreements or actions (e.g. executive order, signed legislation, etc.) will count - mere posts on social media will not. the resolution source for this market will be official information from the governments of the us, greenland, and denmark, however a consensus of credible reporting confirming that greenland has come under u.s. sovereignty will also qualify. specific: will trump acquire greenland before 2027?",0.48,0.22,0.415,1.0,"greenland, trump",greenland,11.0,12.0,88.0,89.0,0.1,99.9,0.1,99.9
